asin,price,rank
B01BETZQ6S,120.0,1347700
B01BEWYRJ2,16.5,281670
B01BF425YS,0.01,357929
B01BFGTP62,3.85,1578958
B01BFH75W2,28.0,362633
B01BFJ1HR4,14.78,976005
B01BFJN01K,54.1,1212347
B01BFK3AGY,18.99,1827387
B01BFQXBDK,19.99,1207353
B01BFWU5WY,45.0,950307
B01BG91R0U,39.98,795574
B01BGH7TPO,0.89,925031
B01BGU69NY,30.45,345162
B01BGUPJAI,32.49,72182
B01BH0FJXO,54.99,326714
B01BH1UGSQ,62.5,1113835
B01BH43UHC,6.31,631712
B01BH5GCBM,11.17,560597
B01BHE3EKU,55.0,1740966
B01BHM6K1C,9.99,278925
B01BHTV718,3.99,1352681
B01BHVC2S8,9.99,1854388
B01BHZUU8S,89.5,125593
B01BI02H4C,207.99,1257041
B01BI019R8,67.95,1082158
B01BI02W0Q,207.99,1464153
B01BI1KK9U,39.95,1240823
B01BI2XGBS,11.36,142995
B01BI4O5IY,4.99,270566
B01BI4VWGC,8.17,348877
B01BI52N5U,12.76,137073
B01BI5AUJ6,144.77,1796209
B01BI7RKX8,18.96,1442612
B01BI81664,17.5,738564
B01BI8YFAS,13.95,20167
B01BI9A5P6,26.08,467837
B01BI9JLQU,6.99,364670
B01BIBXMHM,5.99,361516
B01BIDZNXQ,17.99,480637
B01BIFYK1K,24.2,882448
B01BIRELF8,9.94,980496
B01BIRELDK,9.99,1208856
B01BISUY3A,69.99,747970
B01BJ36Y06,72.96,547341
B01BJ4RZGC,12.0,117644
B01BJ7LLQO,24.0,586946
B01BJ9QPEK,9.99,238480
B01BJCX44Q,19.99,51745
B01BJLPV6Q,9.79,414543
B01BJLQQAG,3.95,436339
B01BJLQRZK,24.98,845642
B01BJLPYLI,6.95,1986298
B01BJLT1TY,16.0,1155562
B01BJXBUUA,28.75,688169
B01BJZD9WA,19.99,1700765
B01BJZ7WV4,59.95,109642
B01BJZWQWO,15.88,161407
B01BK1E7Q0,19.95,198814
B01BK1L3P8,19.95,413129
B01BK1WCTE,19.95,147462
B01BK20OZM,36.99,1193605
B01BK2IH38,58.75,68473
B01BK2MXII,19.95,78387
B01BKD1YLO,9.98,146242
B01BKSLGIK,137.5,923682
B01BKTTMQ2,13.24,393971
B01BKZ8P96,5.5,145511
B01BL1RAWW,14.13,488460
B01BL3VHCO,9.11,601300
B01BL4NB5O,325.63,2889212
B01BL4TU8G,6.5,1371810
B01BL80MJS,13.92,36145
B01BL944SW,4.99,817920
B01BLHQ52W,24.5,862157
B01BLHQ4DM,43.99,155842
B01BLN8EQG,65.49,1372234
B01BLORI8A,6.73,1333451
B01BLOR6NC,12.23,1811683
B01BLP042Q,8.6,789620
B01BLOTF2C,27.31,1947519
B01BLPANCM,21.52,1203252
B01BLP8LGW,12.38,1626728
B01BLP8K54,19.99,686720
B01BLPFQJC,26.24,1452262
B01BLPBGUA,38.41,704936
B01BLQG2D0,19.95,149924
B01BLS3R3Q,63.64,983995
B01BLSFO9Q,479.88,744699
B01BLTW2AE,10.24,1259240
B01BLUUP7A,192.12,673875
B01BLZ0ILI,15.49,256413
B01BM1USIY,32.98,431423
B01BM55ML8,21.99,539651
B01BM86A3E,34.31,543860
B01BMBMN1Y,16.26,416570
B01BMF365C,34.49,666917
B01BMLQ3EC,99.99,119311
B01BMO1RIQ,48.0,1172352
B01BMSNQEU,41.8,2620594
B01BMT4Y86,39.99,468199
B01BMVDN5O,8.01,908803
B01BMWPFPE,9.87,646871
B01BMZ89PO,10.98,472461
B01BN1UR2U,14.95,390812
B01BN6ENMA,115.0,395244
B01BN6SNRG,5.18,1132811
B01BN7F82S,8.0,179191
B01BN8Y6D4,57.0,664601
B01BNBL3JQ,20.58,1452839
B01BNGHJQC,15.95,359188
B01BNHNJQK,10.95,2755814
B01BNSQVO6,27.19,1106115
B01BNULDWY,29.78,45833
B01BNVDTYS,14.99,531901
B01BNWD3P2,9.35,675677
B01BNWCTQQ,149.23,610321
B01BNY7CIO,14.99,367993
B01BNYL30M,29.99,143156
B01BO1ZRM4,4.5,1503919
B01BO4GC48,56.14,496917
B01BOCQWF4,12.88,698039
B01BOGE9XW,7.88,889218
B01BOVD2GW,28.0,442789
B01BOVD0IW,28.0,618809
B01BPD0L5Y,19.95,526138
B01BPHF36M,18.96,978037
B01BPIW8QE,9.99,783273
B01BPIC5U8,15.99,671935
B01BQA9UIA,25.9,801978
B01BQHPTR4,11.99,90317
B01BQLI5HQ,50.98,284656
B01BQR7TK4,17.08,27190
B01BQTZ1XO,49.0,290277
B01BQV1H3U,14.45,396084
B01BR0GGP4,4.9,906534
B01BR0280Q,0.69,1126800
B01BR0EFGG,69.95,708625
B01BR31ZBG,7.97,323761
B01BRIKLAC,16.38,255613
B01BRK2RKM,14.99,1605711
B01BRJ8TF0,10.5,22396
B01BRTUCCI,89.99,598293
B01BRV9MFO,50.0,192110
B01BRVNVYM,16.99,434365
B01BRVADG6,29.93,216501
B01BS1608A,35.08,1124287
B01BS2BGQK,150.0,952220
B01BS52ZU8,28.33,648194
B01BS5CL5M,12.63,1140557
B01BSO4SFO,32.2,303914
B01BSVMWNW,9.99,1388495
B01BT0B3GE,19.53,564337
B01BT28GXA,50.95,150149
B01BT3FPPG,9.99,97603
B01BTC5REQ,14.95,635741
B01BTGHYM0,0.99,469568
B01BTNI2P6,56.5,1702946
B01BTQRH6I,53.57,1100391
B01BTQRH68,59.92,2521151
B01BTSUOFM,6.66,1401569
B01BTTA6HW,5.25,382613
B01BTVZ508,16.99,1352647
B01BU519FI,79.99,2082077
B01BU6K1ME,11.94,86097
B01BUCXU8A,17.23,544613
B01BUD48KI,49.99,643271
B01BUH227U,9.75,455032
B01BUHRJW8,12.86,683612
B01BUJANP6,17.5,1662873
B01BUKEVNU,12.95,1179850
B01BULDA9A,12.9,1970059
B01BUNDOIA,26.75,74685
B01BUP23IK,13.99,64176
B01BUS3LTW,29.84,919681
B01BUU00XK,53.99,405714
B01BUU21UU,4.6,694671
B01BV30WXE,6.8,692271
B01BV3LHLK,32.99,279564
B01BV3MRH8,7.17,26303
B01BVEB4LW,79.98,150300
B01BVGC5I6,3.99,525120
B01BVQYUSE,11.99,721548
B01BVRP8PC,9.97,85126
B01BVTPNKA,31.99,873962
B01BW0ZQ0K,9.98,1037529
B01BW3C1Z0,7.73,95542
B01BW4ZU16,7.7,235539
B01BW5MMZW,16.99,124973
B01BW5TILI,6.95,1558415
B01BW6B0HC,16.99,525621
B01BW7UFAY,31.98,749854
B01BW8WTHA,12.45,1163063
B01BWM7M82,8.15,931678
B01BWO3XOM,8.66,714981
B01BWOYXDM,24.85,2040747
B01BWZVP5U,54.85,684325
B01BWZL9PQ,23.51,34949
B01BWZVP9G,41.0,1534788
B01BX071ZM,19.95,1293406
B01BX1DRM2,13.97,240120
B01BX1P41Y,59.95,392637
B01BX8QL78,39.95,1567756
B01BXD04LM,9.99,1540661
B01BXE0QYG,32.0,1309179
B01BXIB7QS,12.95,906768
B01BXJDFQW,6.69,452629
B01BXSDFT0,11.09,654340
B01BXTVX4I,7.66,487587
B01BXWFSNC,8.66,1106659
B01BXZJ0GU,31.29,582575
B01BY2V64Q,10.85,989912
B01BY5TLAE,16.45,2408033
B01BY8Q5C8,18.99,1405747
B01BYE33K4,30.73,63284
B01BYGXEZG,14.97,41845
B01BYL5CZQ,22.52,987307
B01BYNTXXQ,11.33,65781
B01BYYUGHC,14.99,165365
B01BZ7JLV0,45.95,999670
B01BZ98K4C,7.0,353352
B01BZ9UNJC,14.0,441009
B01BZ9ZNJ2,15.99,178438
B01BZBR6LI,32.99,1086332
B01BZCDKSU,19.99,496959
B01BZHJ98U,17.46,741239
B01BZHY1VA,23.88,182173
B01BZPQRNM,59.95,1217296
B01BZZPY5O,19.74,687556
B01C00PK66,6.66,226319
B01BZZTRYS,25.86,880572
B01C02Y01K,6.66,295680
B01C092CAE,79.99,1590867
B01C0EAUFS,39.99,1502275
B01C0IX1YQ,128.3,382534
B01C0N18NM,125.0,676188
B01C0PQ1U0,28.77,327305
B01C0PTUSA,6.99,1446914
B01C0RA5VO,37.99,420228
B01C0RA2XU,21.47,112813
B01C1SINH0,40.87,757916
B01C1U60IC,12.78,824025
B01C254L8C,10.39,497336
B01C2DEG48,12.9,1118218
B01C2MHXDU,48.96,1697388
B01C2NFSAO,38.25,1347770
B01C2TVN84,4.99,1238853
B01C343CK0,8.99,1456496
B01C39X6TW,13.39,1091
B01C3FADOM,20.0,708628
B01C3GRRLS,21.81,30691
B01C3GS7NA,26.95,50910
B01C3K08UG,13.68,1235417
B01C3K0H70,9.74,696616
B01C3K0S0Q,9.74,1008905
B01C3K0J5K,10.5,887459
B01C3K0R0W,15.16,638919
B01C3K0YIM,10.5,1655399
B01C3K0SYC,9.47,985616
B01C3K0VD0,11.94,1311898
B01C3K0IP6,13.0,1216811
B01C3R0SFO,2.91,588723
B01C3R8I8I,15.55,250898
B01C3UL1ZM,1.72,410157
B01C3XLO7E,22.28,159463
B01C424JCG,32.26,97866
B01C4GX9QE,55.19,1448244
B01C4J2XHW,28.99,81145
B01C4LE06M,6.99,615237
B01C4LEQ98,88.0,725215
B01C4OGAE4,38.0,365779
B01C4UPKIA,13.93,188926
B01C4UPP4Y,7.76,790833
B01C4XBZKY,26.95,1186489
B01C4ZAPGM,12.85,3457
B01C4ZD4EM,18.28,111460
B01C5A66FA,6.52,553679
B01C5CXHYG,6.99,56133
B01C5IU7FW,6.99,165783
B01C5JUU1C,24.5,560544
B01C5KS0DQ,48.0,470202
B01C5Z4WLK,15.74,732514
B01C60GAVY,24.44,1139912
B01C62L6U2,167.33,518435
B01C62C4NU,25.0,403427
B01C64NS2O,27.59,419658
B01C64NSTM,35.97,137965
B01C64NN8I,47.97,34426
B01C676W06,11.5,1619105
B01C6AA8KS,13.69,988080
B01C6AA3BM,13.95,1086154
B01C6AABY6,12.95,1630888
B01C6AANI0,13.94,1072452
B01C6J086S,999.99,382060
B01C6MIGU0,17.98,42733
B01C6MWSPO,6.89,179372
B01C6QQ5UY,54.49,680838
B01C6S046S,9.95,370842
B01C6SP85K,6.9,1992646
B01C714DA2,6.9,542212
B01C71445Q,8.99,608379
B01C714B5E,8.56,742104
B01C73D72U,16.49,45073
B01C74U1UU,7.99,306587
B01C76SC6S,34.0,1002539
B01C7C3V9U,20.95,229513
B01C7EKT8Y,4.99,705760
B01C7G4REE,110.0,1516895
B01C7K1DG0,9.99,1179147
B01C7NV7YU,11.47,1751587
B01C7RFU8U,21.97,108714
B01C7RFW2E,35.97,79779
B01C7Z98H6,64.0,2084596
B01C84Q1F8,7.22,1090022
B01C8DVHEY,11.52,405242
B01C8O8UIE,6.49,387855
B01C8X0FMO,9.77,524928
B01C914CAQ,5.48,387446
B01C914NDC,14.99,243407
B01C914JNQ,14.99,2813120
B01C914YI6,14.99,1378046
B01C914Y2C,14.99,1160151
B01C914P3K,14.99,530059
B01C95GOGW,24.32,1257387
B01C9EYOQU,40.0,991731
B01C9FALD4,34.95,910849
B01C9FDWP8,9.14,1161765
B01CAFFC46,12.99,569486
B01CAVXNVO,8.19,736669
B01CAW573A,14.28,638559
B01CB6K78U,36.79,752033
B01CB9O98Q,12.99,1119741
B01CBAA2I6,8.7,746653
B01CBLZSAM,6.25,46903
B01CBYE4UY,173.93,215846
B01CBY40BM,10.64,138129
B01CC0D0V6,5.41,486800
B01CC0HKIK,14.71,864988
B01CC3A3G8,18.99,587073
B01CC3Q6C8,25.27,1512507
B01CCDVIU8,8.99,133902
B01CCWYEZU,9.99,1431919
B01CD7JK9E,6.5,172095
B01CDAQI14,36.99,335401
B01CDISUYE,18.24,314724
B01CDJ7YJ0,14.99,1327112
B01CDK0BYO,24.95,277700
B01CDKNCEU,28.0,94780
B01CDN53F8,19.0,982612
B01CDO4DWQ,15.99,367533
B01CDOB7P2,43.58,792424
B01CDTFY4W,14.25,187661
B01CDTTV7I,16.99,143497
B01CDU3JK2,52.0,192962
B01CDW6O6G,59.39,990610
B01CDXBB7W,28.99,50476
B01CE16I94,16.99,17973
B01CE633MO,22.79,594705
B01CE5P5J4,9.21,122474
B01CEQ7XP2,45.95,317361
B01CEY8DKI,11.99,106561
B01CEZTO46,12.99,462407
B01CEZTGGC,13.7,448990
B01CEZTLNA,12.99,445309
B01CF02TA6,42.98,319804
B01CFBVRSA,24.99,632699
B01CFECYUC,28.41,1368464
B01CFIQ8YQ,24.99,197198
B01CGJ64AW,27.88,429215
B01CGKQAAU,14.05,436321
B01CGPN2D8,35.99,201972
B01CGQJ71S,38.0,830250
B01CGU3DXC,5.25,17436
B01CGYQPE2,49.95,406279
B01CH0DQ4C,27.49,980267
B01CH2V0B6,49.99,174695
B01CH2V0SY,60.95,256850
B01CH80FEI,22.97,206823
B01CHB53II,22.0,824932
B01CHIAR9G,48.9,430383
B01CHX4WZQ,4.21,128015
B01CI02E8U,19.99,1575730
B01CI2IQJO,14.75,999438
B01CI2IA5Y,37.95,379905
B01CI2JBXE,22.72,212398
B01CI4CBEI,6.0,878902
B01CI4S79G,5.2,758777
B01CI4RJQ8,25.95,884740
B01CI5SVDW,52.23,1807378
B01CI6HWOK,12.16,2931429
B01CIDVGBI,3.79,1406353
B01CIG78DK,109.98,402772
B01CIM6R5O,42.51,660934
B01CIMT27O,5.99,462387
B01CIS7K72,12.75,579189
B01CIUCVD8,4.49,626101
B01CIWTCZ6,50.15,127655
B01CIWVIE4,55.98,166566
B01CIX0EM0,34.99,2341240
B01CJ9AIG0,19.99,486635
B01CJ9AIH4,19.99,470823
B01CJMKG1E,16.99,1412301
B01CJOHL5G,8.99,170191
B01CJXAO1U,30.97,649362
B01CK07IPW,8.99,1190387
B01CK8EEZ6,67.98,1124330
B01CKAIEN2,19.99,404141
B01CKFQ4UM,18.99,680496
B01CKG0D8A,21.59,943217
B01CKKXU4U,10.99,766509
B01CKLKD4E,11.9,478662
B01CKLR9NC,6.35,169397
B01CKLSOSG,8.07,149532
B01CKLWWNE,9.82,709269
B01CKLYFSO,6.22,856166
B01CKLZM5E,7.4,645793
B01CKOCICQ,19.95,677441
B01CKOCCOK,6.42,122753
B01CKT9F5E,25.99,362680
B01CKW44XY,13.49,114886
B01CL2L6VQ,18.49,173003
B01CL3IXJI,129.0,1882676
B01CL69R68,8.99,895866
B01CLBNKB6,12.99,1459087
B01CLED9BO,78.9,1961110
B01CLV82EG,20.95,221316
B01CLZPL5U,18.5,879745
B01CM1RW4G,2.0,433645
B01CMZYQ5K,18.95,508482
B01CMZYNTO,21.85,358287
B01CNCV1IM,4.72,956681
B01CNCV23Q,4.72,778787
B01CNGL9IA,4.97,328801
B01CNLBQ0Q,6.37,384917
B01CNOY9J8,19.95,86395
B01CNXAS9Y,19.2,390973
B01CO66L82,22.75,1183638
B01CO8AQOK,5.05,155727
B01CO8YF4C,9.27,204809
B01CO96C7Y,12.77,734292
B01COBI3BK,6.87,108021
B01COJQFC6,3.49,1085118
B01COJLMME,3.49,258511
B01COQIBQW,4.99,369314
B01COREXYA,15.49,77442
B01CPBAQFU,7.55,1033145
B01CPG4CBY,29.28,1091051
B01CPQ10CS,20.0,377594
B01CPTF2RY,2.95,1244450
B01CPU8ZWW,59.95,1243388
B01CPU9U3U,12.95,229227
B01CPUMXFW,9.4,495758
B01CPVK4S4,17.5,922546
B01CQ4X6C6,77.77,49417
B01CQ5ECJG,85.0,364599
B01CQ6CQDY,20.0,1277126
B01CQ6COC2,29.99,609254
B01CQ6LQQW,87.32,213152
B01CQ6RKVC,114.89,903340
B01CQ6RLMA,210.0,369165
B01CQ6VSI8,55.0,70304
B01CQARQI0,4.59,867357
B01CQGKY42,19.99,138881
B01CQPUKQ0,12.95,1042117
B01CQSGSH2,12.89,1008397
B01CQSJF9U,12.99,392842
B01CQYTQT8,63.29,2091210
B01CR3PSBS,76.96,1772100
B01CR7KNWI,9.84,640061
B01CR7T9MI,32.37,794519
B01CRAYK4C,28.29,430807
B01CRAYJFM,20.13,732914
B01CRC5EPO,35.99,637055
B01CRGDRJ0,12.95,697271
B01CRGTSAC,19.99,674284
B01CRGTRGM,19.99,825157
B01CRHS348,14.99,485892
B01CRJH8QK,79.46,361178
B01CRJFY66,24.89,892541
B01CRK7UVM,17.94,309902
B01CRVIPH4,17.99,564003
B01CRW365Y,13.89,660914
B01CRYI5M6,18.17,264770
B01CS0V0XK,40.3,289826
B01CS6U742,89.99,1875147
B01CS7OFKI,99.99,2034673
B01CSC6WG8,27.5,568617
B01CSVKEYK,48.93,80774
B01CT0AJ2W,9.99,938111
B01CT1W6U4,29.99,444792
B01CT4OF28,19.99,190899
B01CT5SNQQ,8.8,376282
B01CT98JSY,48.25,46274
B01CT95DBU,64.0,242980
B01CT95TFK,19.99,40476
B01CTCB1AO,56.95,37947
B01CTDQ3FG,33.39,76106
B01CTDE4XO,33.98,40210
B01CTIJEIY,15.5,45326
B01CTJ4VTK,5.39,1049922
B01CTLTOHM,8.49,17597
B01CTQF2TQ,22.0,57073
B01CTRKSC6,29.49,1112730
B01CU6YNWC,5.49,774747
B01CUL018W,15.53,483308
B01CUO8604,15.0,873636
B01CUP0LEM,7.26,195405
B01CUQVE24,15.97,507855
B01CURM184,13.39,935291
B01CUSRUDY,29.87,76612
B01CUTF0U8,19.99,499090
B01CUTYUS6,15.47,686657
B01CUTTWLG,131.94,1042785
B01CUVV2IU,10.44,618566
B01CV4XPFE,13.77,414194
B01CVNSV18,5.86,822170
B01CVRL63O,58.0,1732981
B01CW0URXA,76.69,554331
B01CW24JXC,10.85,38785
B01CW8SDLU,12.85,483268
B01CWFI5TI,5.99,1764578
B01CWJHZW2,55.0,101584
B01CWSFRX2,12.68,167308
B01CWZHJ9A,279.0,121701
B01CX3LLN6,44.0,667593
B01CX5KCIE,9.28,10851
B01CXBRR18,28.45,784570
B01CXBNZ1Y,7.96,508284
B01CXBYRDO,13.99,1468612
B01CXPRAPW,6.66,662077
B01CXPUR8Y,30.17,945915
B01CXPUSCO,37.2,1031618
B01CXQD76W,11.94,417556
B01CXVCM5O,52.88,609801
B01CXZVFWG,65.98,455540
B01CYABQQ0,10.99,156375
B01CYNEC68,5.99,605680
B01CYP6FE8,9.99,838491
B01CYPTGGW,15.95,691284
B01CYRMMSE,12.5,382116
B01CYV9TSG,10.49,1250038
B01CYW6G1I,6.5,919321
B01CZ1K0VK,99.99,413391
B01CZ713TW,24.18,1051424
B01CZ71T32,15.75,169777
B01CZBIVYS,116.49,902085
B01CZC20DU,28.49,141422
B01CZCSSUY,28.48,923932
B01CZDNTX4,54.0,1556610
B01CZKDZZO,7.8,492991
B01CZKX7XO,4.95,1321248
B01CZV0EAW,34.99,1957011
B01CZX29YE,4.99,836059
B01D03JYS2,129.1,2142234
B01D0I2PW4,11.95,222650
B01D0I2T1Q,13.5,150128
B01D0I2RFE,17.98,463599
B01D0I2UL0,10.2,424630
B01D0I2TSY,7.97,444864
B01D0NODVK,28.1,134527
B01D0NOEZK,127.98,687960
B01D0NUUG2,41.9,618624
B01D0NV3HC,23.07,398770
B01D0PHRRK,8.0,1182100
B01D0QIZBG,52.0,898851
B01D0SDO2E,133.51,1415263
B01D0SI2DK,57.52,1688380
B01D0SJC7K,56.36,2934213
B01D0SFGT8,29.99,427092
B01D0SD00U,11.96,1847616
B01D0SIWX0,21.99,563081
B01D0Y9148,11.99,477427
B01D17DFY6,78.57,327556
B01D19V7S0,9.98,1497132
B01D1HFFFI,18.67,773956
B01D1K2BCK,11.98,582237
B01D1Q60LC,28.6,707847
B01D1U5PNC,17.04,211719
B01D1VBI78,11.28,29707
B01D21FWRO,17.48,143112
B01D22OMII,12.85,222391
B01D25U784,34.43,412284
B01D2848PO,16.95,10134
B01D2BI014,4.99,1716096
B01D2BP2ZQ,54.39,460247
B01D2CHR80,21.95,32356
B01D2DA6RI,13.9,1333398
B01D2DJLI8,13.9,910237
B01D2GF7EW,15.45,611084
B01D2G7PRY,9.27,305528
B01D2HGJM0,14.0,964704
B01D2O5VSG,11.99,210049
B01D2R7YFG,39.99,398341
B01D2Z4AXM,7.66,359880
B01D2Z4CLM,7.66,422747
B01D2Z72EG,35.88,58138
B01D2Z4B2C,7.99,377300
B01D30FQV6,8.99,643779
B01D34JWEE,185.99,984721
B01D36PDFY,48.85,242976
B01D3C79MS,64.99,1394829
B01D3ENK2E,22.2,491717
B01D3GDL30,18.67,702737
B01D3GJQOI,29.99,515609
B01D3LPPAM,31.99,1073692
B01D3O1SLY,16.09,1495770
B01D3QGH5O,35.0,155653
B01D3RHAP4,369.0,75218
B01D3RS3HS,12.99,923383
B01D3T6JJU,8.69,137223
B01D421V4E,24.99,360825
B01D4347QM,4.77,370933
B01D46AYR0,59.46,1033861
B01D49PRVA,55.2,957202
B01D4BZSM6,6.13,228206
B01D4JSY92,6.88,718858
B01D4JSYRO,6.98,1012443
B01D4JSY74,6.98,404081
B01D4JSZ2S,6.88,908827
B01D4JSY8S,6.98,649890
B01D4XV9NQ,18.0,1070851
B01D50SK5S,43.36,133521
B01D51KG7M,57.9,1034139
B01D527Z3E,73.39,707911
B01D53XFYQ,32.99,470691
B01D556OQK,31.72,1890762
B01D551PQY,22.99,750222
B01D555UB0,10.95,1484990
B01D55A4ZM,43.0,2691982
B01D554XH2,23.86,1234243
B01D5509RA,209.89,1439318
B01D568LRO,12.5,449341
B01D575H1G,11.73,68471
B01D5FXSJG,12.61,42130
B01D5PAYHU,49.55,1335489
B01D5Z4PCU,13.99,1037310
B01D61X7AO,79.32,1510940
B01D6FLW48,25.0,852261
B01D6FJ23G,6.99,398922
B01D6GEXI4,46.4,988539
B01D6JFM04,26.17,130243
B01D6KH2TM,35.48,471723
B01D6O1GF4,5.9,1610421
B01D6P4AT2,6.44,367848
B01D6OZV32,8.06,190844
B01D6P7V7U,28.0,471769
B01D7G21HS,24.99,740184
B01D7HTJ4K,24.97,350373
B01D7UB1KW,10.99,405197
B01D7UZWKW,16.95,300716
B01D87O1O2,11.95,2703353
B01D8ADY0Q,11.94,296254
B01D8BVBWS,12.99,339635
B01D8D8TIA,11.89,161508
B01D8IXEKI,28.86,1166091
B01D8Q2U46,19.79,429030
B01D8Q2VH2,19.78,741565
B01D90XRZW,21.52,744108
B01D932U9S,45.0,1636604
B01D9M1QBC,22.5,534538
B01D9PT04O,25.0,614999
B01DA0J0U2,4.99,2381759
B01DA1EURY,43.99,567442
B01DA1PBMC,2.68,651834
B01DA588BO,6.63,400469
B01DABT1AU,7.0,539979
B01DAKDW42,17.97,1060702
B01DAL7N3C,10.95,957067
B01DALWTV8,40.0,1338607
B01DAMKHN4,14.46,914718
B01DAN64IU,15.99,282886
B01DAP3H88,22.23,150182
B01DAZCL6M,1.99,646920
B01DB9HTLO,49.99,124042
B01DBAF1Q8,15.99,1962830
B01DBD728K,33.9,121156
B01DBKKX3Y,7.99,484546
B01DBOQJJC,13.98,388317
B01DBQ61IY,15.0,334867
B01DBRYC20,39.99,2459167
B01DBTQR3A,41.94,629113
B01DC25MHS,14.97,332826
B01DC25G1K,7.99,1177466
B01DC5QCTM,8.99,2032335
B01DCFZFRC,7.95,227498
B01DCH4616,37.87,340675
B01DCIKV4Q,7.99,429440
B01DCJIAUC,27.49,950926
B01DCK7E1M,5.54,1024241
B01DCS0TDE,35.0,1301036
B01DCT0XMU,99.95,192796
B01DCUYRJY,7.75,75261
B01DCWMBVS,24.0,1055685
B01DD7IJRW,74.87,1176420
B01DD8QR2K,234.98,1091468
B01DDHPW40,24.0,321822
B01DDIZ6KE,34.95,1258764
B01DDWA5II,9.95,301018
B01DE6ODKE,45.0,638428
B01DE8KQTO,10.0,801521
B01DEAFJJO,12.9,555425
B01DEBE69C,14.9,536304
B01DEE38M0,36.9,2449678
B01DEEL368,49.99,989296
B01DEMEK4C,20.95,889977
B01DEN6OQS,5.33,873773
B01DEN6NQY,5.35,824593
B01DEN6NZK,5.33,690629
B01DEN4UBY,2.6,147478
B01DEN6OR2,5.33,833024
B01DEV4EJE,10.33,997809
B01DEV441C,14.4,293630
B01DEVD8G4,16.68,1226757
B01DEV3LR0,14.53,729242
B01DEYWWXG,5.99,146199
B01DF1X4GC,9.99,1033276
B01DF2FOLO,2.68,1525470
B01DF4Q1W8,4.39,807453
B01DF5BNWU,9.99,558460
B01DF5BL0Y,8.99,261783
B01DF9QGK0,54.98,1357880
B01DFHPZP4,78.05,940293
B01DFJWAQ4,45.99,2010382
B01DFNN64K,7.99,1403361
B01DFQ15KE,12.99,851481
B01DFSJG7G,7.9,637231
B01DFTY1UM,10.99,147599
B01DFXXNU2,8.95,360524
B01DG5PK4G,24.94,955489
B01DGCEBH6,11.99,143811
B01DGI0XC2,38.0,339217
B01DGJS3Z0,19.99,1233347
B01DGWYQCG,20.5,214015
B01DH0Q06C,74.99,353492
B01DH3OV60,34.98,779020
B01DH9NS2C,10.99,29438
B01DHB3HWG,16.49,600131
B01DHHUKA2,25.0,208438
B01DHXDIE6,9.49,1553627
B01DIJZYSC,4.76,396092
B01DITUWIO,9.99,212874
B01DIZTS6K,9.99,183028
B01DJ2WUI0,11.46,575181
B01DJ3WITA,19.71,2093118
B01DJ49EUU,7.41,1303258
B01DJD4B7M,7.99,534327
B01DJHDRQ4,32.2,185637
B01DJHEQIW,8.99,405413
B01DJHU0V4,72.99,831828
B01DJI7796,6.95,1017
B01DJIAPTA,11.73,384840
B01DJKGXL2,45.29,499476
B01DJQ07JA,14.99,1856372
B01DJT97JI,116.85,433584
B01DJTIJNI,12.99,217262
B01DJXHY8K,36.88,342261
B01DK4P17O,55.79,1494049
B01DK9FD0E,2.25,456358
B01DK9EUI0,1.95,851966
B01DKBA33E,17.88,89867
B01DKI7B46,2.34,305710
B01DKI7Y8O,2.99,1161226
B01DKI8S1Q,4.29,315029
B01DKI87US,2.23,746811
B01DKI8MS0,2.06,757064
B01DKL2W2O,7.99,483591
B01DKL2W4C,7.99,315483
B01DKND38O,28.88,795285
B01DKPZGDM,7.4,1304062
B01DKTULJM,8.99,788608
B01DKUSZEE,59.98,1007707
B01DKY1LBY,9.99,1872980
B01DL1MVVK,25.98,143881
B01DL3LYJ8,73.15,698585
B01DL5U4DS,18.99,898591
B01DL8XFNG,4.48,51632
B01DL9GXMU,18.99,449338
B01DL9K0LK,56.93,490996
B01DLBWFVQ,7.89,7373
B01DMBVQMO,27.02,861730
B01DMBV8J0,6.99,1107603
B01DMIT1II,19.99,114784
B01DMJLLM6,46.99,1045839
B01DMTFNLG,24.85,445612
B01DMTSLO2,12.0,228522
B01DMTT2Z4,13.0,99520
B01DMUZEE6,49.99,561887
B01DMZ1GJ8,25.0,93465
B01DN3D4IA,39.0,386510
B01DN6UUJI,0.89,1085476
B01DND6C7U,17.99,2678133
B01DND7KD0,34.67,2699431
B01DND7UGW,15.77,1355446
B01DNDBMN4,25.99,2476303
B01DND88LS,29.99,1159735
B01DND5PQ4,431.31,1948307
B01DNHPDCQ,16.5,587878
B01DNJ6TXQ,85.99,2329789
B01DNJQM1A,24.95,158585
B01DNLP63I,72.5,188017
B01DNP9BNK,49.99,1021627
B01DNRIQ7U,99.0,1926266
B01DNS19J6,4.99,266799
B01DNSB47S,21.39,922976
B01DO10696,48.99,950192
B01DO5RK3M,17.54,845586
B01DO5T436,13.11,1124503
B01DO7IHS2,9.99,748679
B01DO8PEOQ,7.24,632721
B01DOB6FS2,24.99,655564
B01DOFNHF2,6.0,792005
B01DOGOKNY,11.19,192546
B01DOHK7MQ,6.0,702868
B01DOJ0NWI,6.56,386309
B01DOL76AI,6.69,306179
B01DOLDOBI,13.99,236450
B01DON6C0Q,8.17,867901
B01DOOLYEE,42.0,1166780
B01DOORVKU,30.0,227225
B01DOQFD4Y,15.99,1968714
B01DOQT85Y,17.3,632033
